名称,悬赏标签,预估价,预估工时,参与人数,发布日期,detail_url,技能要求
安装xxl-job包,WEB应用,100,2天,38,2019-09-22 19:41:03,https://zb.oschina.net/reward/detail?id=16018234,<p>正确完整的安装xxl-job到域名上，</p><p>软件为开源的，可以从https://gitee.com/xuxueli0323/xxl-job下载</p><p>安装包由安装方解决，</p><p>安装结束给我后台密码等资料</p><p><br></p>
含源码，一个 MAC 下播放 qtz 格式的屏幕保护程序,桌面应用,200,5天,3,2019-09-20 17:01:29,https://zb.oschina.net/reward/detail?id=13018244,<p>求一份源码</p><p>编译 MAC 下的屏幕保护程序，可循环播放一个 qtz 格式文件</p>
YY脱机协议人气机器人,工具应用,100,15天,1,2019-09-19 02:32:37,https://zb.oschina.net/reward/detail?id=15019339,<p>有意者联系QQ：四零二二三二。价格详谈。VX：hdada1014</p>
采用Xposed对微信朋友圈进行数据采集,微信应用,100,20天,4,2019-09-16 14:01:59,https://zb.oschina.net/reward/detail?id=11019989,"<ol><li>能够使用Xposed对微信朋友圈的数据（包括文本，视频，9图大图）进行缓存抓取，并保存后上传服务器。</li><li>有简单的控制界面，能够使用定时或触发事件采集朋友圈。采集效率不能太低。采集频度可以不高（但朋友圈数据较多，好友多）不能使用自动化模拟方式采集，效率太低不能满足要求。</li><li>将数据和图片保存到Sqlite上，发送到指定的服务器上。</li><li>不需要抓取全部朋友圈，只需要满足当前开始发出的朋友圈贴即可。</li><li>提供源码。</li></ol><p><br></p><p><br></p><p><span class=""ql-size-large"">价格VX详谈。VX我: egghhzm</span></p>"
单商户商城APP带积分优惠券,移动应用,100,1天,15,2019-09-12 15:31:30,https://zb.oschina.net/reward/detail?id=17019745,<p>如题，有源码的请联系我</p>
解决Android阿里云播放器视频文件下载的异常问题,移动应用,500,2天,13,2019-09-04 11:18:32,https://zb.oschina.net/reward/detail?id=17019075,"<p>解决Android阿里云播放器视频文件下载的异常问题</p><p>2019-09-04 10:57:43.814 8950-8950/<a href=""about:blank"" target=""_blank"">com.fr.lawapp:error_activity</a> E/AliFrameWork: [11931592] [] :PrivateService nInitService()...init ret sKeyManager = 0x7efba2cad0</p><p>2019-09-04 10:57:43.953 8950-8950/<a href=""about:blank"" target=""_blank"">com.fr.lawapp:error_activity</a> E/CustomActivityOnCrash: The previous app process crashed. This is the stack trace of the crash:</p><p>&nbsp;&nbsp;java.lang.IllegalArgumentException: Scrapped or attached views may not be recycled. isScrap:false isAttached:true com.xiaoxiaoyin.recycler.PageRecyclerView{6482e8f VFED..... ......ID -1080,0-0,1752}, adapter:com.xiaoxiaoyin.recycler.PageRecyclerView$LoadAdapter@c85951c, layout:android.support.v7.widget.LinearLayoutManager@7f73525, context:<a href=""com.fr.lawapp.ui.activity.home.HomeActivity@8a2b179"" target=""_blank"">com.fr.lawapp.ui.activity.home.HomeActivity@8a2b179</a></p><p>&nbsp;&nbsp;&nbsp;&nbsp;at android.support.v7.widget.RecyclerView$Recycler.recycleViewHolderInternal(RecyclerView.java:6159)</p><p>&nbsp;&nbsp;&nbsp;&nbsp;at android.support.v7.widget.RecyclerView$Recycler.quickRecycleScrapView(RecyclerView.java:6272)</p>"
使嵌入到HTML中的图片可以点击放大显示,H5应用,300,2天,59,2019-08-22 16:37:56,https://zb.oschina.net/reward/detail?id=18017861,<p>修改一个HTML文件，使里面的图片点击可以放大到适当大小显示，并且能够拖动修改图片窗体的大小。</p><p>样本请参照附件。要求能够在IE浏览器上正常显示</p>
基于jquery的用户接口权限管理,WEB应用,100,2天,29,2019-08-17 16:43:13,https://zb.oschina.net/reward/detail?id=12017785,"<p>当点击用户列表分配权限后，弹窗展示所有接口数据，并且选中当前用户拥有或被禁用的接口，权限表对应effect，用户可以根据服务接口名以及是否启用进<strong><em>行快速筛选并分配权限</em></strong>，大概图如附件所示。完成前后端界面及后端接口。</p><p>以接口表中接口id接父id构建层级选择框<strong><span class=""ql-cursor"">﻿</span></strong></p>"
修改recovery的签名验证,移动应用,300,1天,2,2019-08-11 21:13:17,https://zb.oschina.net/reward/detail?id=16017417,"<h1><strong style=""color: rgb(170, 122, 83);"">参考</strong><a href=""https://www.cnblogs.com/qq190771752/p/4115792.html"" target=""_blank"" style=""color: rgb(170, 122, 83);""><strong>recovery签名验证的破解教程</strong></a>https://www.cnblogs.com/qq190771752/p/4115792.html</h1><p>文件已上传，</p>"
聊天类爬取注册,工具应用,100,2天,12,2019-08-07 17:19:59,https://zb.oschina.net/reward/detail?id=18017031,<p>较简单小型聊天软件注册信息爬取</p><p>懂渗透</p><p>预算1w</p><p>长期都有项目‘</p><p>有兴趣加v聊：1187624947</p>
七牛云配置,移动应用,100,1天,16,2019-08-03 18:04:03,https://zb.oschina.net/reward/detail?id=18016114,"<p>微擎框架，修改图片存储方式为七牛云</p><p>//上传图片</p><p><br></p><p>class Api_Upimg extends WeModuleWxapp</p><p><br></p><p>{</p><p><br></p><p>&nbsp;&nbsp;public function index()</p><p><br></p><p>&nbsp;&nbsp;{</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;global $_GPC, $_W;</p><p><br></p><p>//&nbsp;&nbsp;&nbsp;&nbsp;var_dump(dirname(ATTACHMENT_ROOT . '/' ));die;</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$file = $_FILES['file'];//得到传输的数据</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;if($file['error']==1){</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$ift=ini_set('upload_max_filesize', '60M');</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;if(!$ift){</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return $this-&gt;result(500,'上传图片最大不能超过'.ini_get('upload_max_filesize').'!','');</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$file = $_FILES['file'];//得到传输的数据</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;}</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;//得到文件名称</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$name = $file['name'];</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$type = strtolower(substr($name,strrpos($name,'.')+1)); //得到文件类型，并且都转化成小写</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$allow_type = array('jpg','jpeg','gif','png'); //定义允许上传的类型</p><p><br></p><p>//判断文件类型是否被允许上传</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;if(!in_array($type, $allow_type)){</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;//如果不被允许，则直接停止程序运行</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;//不存在显示入驻</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return $this-&gt;result(500,'请上传\'jpg\',\'jpeg\',\'gif\',\'png\'类型的图片！','');</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;}</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$imgname=$_GPC['names'].md5(random(5).time().$_GPC['uid'].$_W['uniacid']);</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;load()-&gt;func('file');</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;if (empty($_W['setting']['remote']['type'])) {</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$files=file_upload($file, 'image', 'images/market/'.$_W['uniacid'].'/'.$_GPC['uid'].'/'.$_GPC['names'].'/'.$imgname.'.'.$type);</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;$re=['all'=&gt;tomedia($files['path']),'short'=&gt;$files['path']];</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return $this-&gt;result(0,'上传成功！',$re);</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;}</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$files=file_upload($file, 'image', 'images/market/'.$_W['uniacid'].'/'.$_GPC['uid'].'/'.$_GPC['names'].'/'.$imgname.'.'.$type);</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;@file_remote_upload($files['path']);</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;$re=['all'=&gt;tomedia($files['path']),'short'=&gt;$files['path']];</p><p><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;return $this-&gt;result(0,'上传成功！',$re);</p><p><br></p><p>&nbsp;&nbsp;}</p><p><br></p>"
功能模块移植React Native,移动应用,300,2天,7,2019-07-19 10:16:12,https://zb.oschina.net/reward/detail?id=16016423,"<p>现有的移动端，采用ReactNative开发，其中一业务模块已经开发完成（ios端，上线), 现在将此业务模块移植到Android端。iOS端和Android都是采用RN技术。无微信，支付宝第三方组件。</p><p><br></p><p>要求：</p><ol><li>熟悉RN技术，熟悉ios和android端。</li><li>良好的技术能力和服务意识，以及沟通能力。</li><li>代码质量高，有自检习惯。</li></ol><p><br></p><p>联系方式QQ：染玖捌<span style=""color: rgb(34, 34, 34);"">壹壹捌4壹</span></p><p><br></p><p><br></p><p><br></p>"
C#SOCKET高并发问题,企业应用,2000,2天,31,2019-07-18 21:29:05,https://zb.oschina.net/reward/detail?id=12016515,"<p><span style=""color: rgb(34, 34, 34);"">我公司是做商用车定位监控软件平台的，目前通讯网关（负责与车载终端的SOCKET通讯）出现当连接数超过10000左右的时候有些终端连接不上通讯网关，服务器的CPU和内存等资源都是足够的，CPU才5%左右，没有充分利用起来，通讯网关是以前的工程师写的，开发语言是C#，有源代码，现寻找有SOCKET高并发开发经验的工程师来现场解决这个问题，只要问题解决当场支付8倍于赏金的酬金。</span></p>"
TQSDK策略编写技术支持,人工智能,100,100天,5,2019-07-16 15:46:41,https://zb.oschina.net/reward/detail?id=16016015,<p>最近在研究TQSDK，很多问题搞不懂，希望联系上可以提供付费技术支持的。赏金可议价。</p>
实时获取微信聊天记录,WEB应用,100,2天,41,2019-07-06 15:57:03,https://zb.oschina.net/reward/detail?id=15014852,<p>实时获取微信聊天记录  </p>
一个手机展示的动态长图页面制作,H5应用,500,1天,33,2019-06-29 09:56:08,https://zb.oschina.net/reward/detail?id=15014608,<p><br></p><p>1、现有画面已完成</p><p>2、需制作交互动态页面，动作简单</p><p>3、长度为4个手机页面，每页动作不超过2个；</p><p>4、现有的使用技术为 vue，pixjs，TweenMax等</p><p>5、有技术人员沟通衔接</p>
设计一个类似微信的对话窗体,工具应用,500,3天,26,2019-06-25 18:32:52,https://zb.oschina.net/reward/detail?id=18014571,<p>设计一个类似微信的对话窗体，要求点击头像的时候可以弹出详细信息的窗体，并且鼠标放在头像上面的时候，可以变成小手的形状</p>
各项目进度缓慢，找熟悉各技术领域合作并且对需求有自主分析能力,WEB应用,100,100天,56,2019-06-25 16:00:31,https://zb.oschina.net/reward/detail?id=15014569,<p>各项目进度缓慢，找熟悉各技术领域合作并且对需求有自主分析能力</p><p><br></p><p><br></p><p>1、主要做设计及商业各相关的应用与平台，请各合作者能提供详细项目方案及项目完成期限</p><p><br></p><p>2、项目周期有长有短，需求方案需要合作方快速提供。</p><p><br></p><p>3、希望与个人开发商合作，加q：2455870477</p><p><br></p><p>待遇具体详谈，根据需求难度及项目完整周期。</p>
ios微信插件开发，需要逆向，并且有些后台服务端的能力,微信应用,100,30天,8,2019-05-24 01:09:52,https://zb.oschina.net/reward/detail?id=14010932,<p>ios微信插件开发，需要逆向，并且有些后台服务端的能力</p><p>价格3-5w具体在议</p>
vue 加个简单的即时通讯单聊功能和对接下wx和zfb支付功能,移动应用,100,2天,4,2019-05-04 13:38:22,https://zb.oschina.net/reward/detail?id=15012634,<p>可议价</p><p>即时通讯 websocket 后台thinkphp 可以用workerman</p><p>聊天数据存储到手机上</p><p>联系Q.Q :512656556</p>
求购一套不动产管理系统,企业应用,100,1天,10,2019-04-29 12:22:27,https://zb.oschina.net/reward/detail?id=14012421,"<p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">1、不动产基础数据建库系统&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">2、不动产权籍管理系统&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">3、不动产登记管理系统&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">4、不动产信息协同共享平台&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">5、不动产信息共享平台&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">6、不动产信息统计分析平台&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">7、数据上报与接入系统&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">8、不动产信息公众查询平台&nbsp;</span></p><p><span style=""background-color: rgb(248, 249, 251); color: rgb(102, 102, 102);"">成熟项目，不接受定制开发，价格从优</span></p>"
改一个jekyll 主题让其mobile friendly,WEB应用,100,1天,9,2019-04-02 17:38:07,https://zb.oschina.net/reward/detail?id=13033164,"<p><a href=""https://github.com/alixedi/typewriter"" target=""_blank"">https://github.com/alixedi/typewriter</a></p><p><br></p><ol><li>让这个主题在手机上阅读的时候显示效果比较好</li><li>他的图片显示效果也很不好。我之前手工将图片的width都调到500才算正常。需要一种全局的设置能自动将图片在展示时不超过页面的边界</li><li>disqus的支持显示效果不好。希望能调好点（看看有没有可能吧）</li></ol>"
解决个数据采集的问题,工具应用,100,5天,11,2019-03-29 17:39:58,https://zb.oschina.net/reward/detail?id=17033886,"<p>要求熟悉nodejs,javascript,puppeteer,做过实际项目</p><p>酬劳好说，有意请发做过的类似项目介绍过来</p>"
网站后端美化,WEB应用,1000,7天,73,2019-03-26 13:46:44,https://zb.oschina.net/reward/detail?id=14033927,<p>网站后端优化，美化，具体要求请电话联系！</p>
数据爬取,大数据,100,7天,52,2019-03-21 17:46:06,https://zb.oschina.net/reward/detail?id=18033654,<p>爬取隔天企业的数据</p><p>给我留言  qq897717760</p>
PDA Cab 安装包安装完后启动应用,嵌入式应用,100,1天,4,2019-01-28 21:48:39,https://zb.oschina.net/reward/detail?id=11039614,"<p>想创建个cab应用之后能再安装完成后自动打开应用，网上找了好多资料，不知道怎么，求大神帮忙，目前所知是自定义setup.dll ,但是c++ 不会，很尴尬</p>"
蔬菜网站APP开发,移动应用,100,6天,61,2019-01-05 21:30:58,https://zb.oschina.net/reward/detail?id=11037948,<p>1、会员部分 分为：供货商，采购商，消费者，消费者无法看到采购商的详细信息，但能看到供货商的详细信息；供货商能看到采购商，消费者的详细信息。</p><p>2、消费者，采购商登录会员进入后能搜索到附近的供货商，同时，供货商登录会员进去能搜索到附近的采购商，消费者。精确到100米内；</p><p>3、消费者可以免费试吃蔬菜，前提是消费指定的商品后可获得免费试吃（积分制度）；</p><p>4、消费者或采购商下单（发布自己想要购买的蔬菜）消费者或采购商附近的供货商可以抢单，谁先抢到是谁的。（类似滴滴打车）【价格可以不用在线支付，抢单成功后买卖方共同协商】</p><p>5、消费者或采购商的会员等级制度，不同级别享受不同待遇。（网站后台可以设置消费者或采购商相应等级的待遇）</p><p>6、在线支付功能，支付方便，快捷</p><p>7、每种蔬菜都有市场参考价，不同日期不同价格，类似携程网机票价格</p><p>8、可参考一下天天果园APP。</p><p>9、先做安卓端的。</p><p><br></p><p>具体价格可联系我详谈</p>
使用tcplayer直播rtmp流，实现网页客户端卡顿检测,H5应用,200,2天,8,2019-01-02 10:34:43,https://zb.oschina.net/reward/detail?id=11037666,<p>直播页面使用tcplayer进行播放，直播流是rtmp的。要求能够记录客户端什么时候卡顿，卡了多久。记录到控制台即可。</p><p><br></p><p><br></p><p>tcplayer文档  https://cloud.tencent.com/document/product/267/7479#step-1.EF.BC.9A.E9.A1.B5.E9.9D.A2.E5.87.86.E5.A4.87.E5.B7.A5.E4.BD.9C</p>
表格ocr后处理 有没有 人工智能算法？,人工智能,200,5天,25,2018-12-27 23:00:59,https://zb.oschina.net/reward/detail?id=18037588,<p>表格图片及其ocr识别后的json内容见附件，ocr识别后，希望返写成表格的数据结构，还原成原表格，即需要按照json内容进行排版数据结构。有没有相关的人工智能算法可以处理这个问题？ 或希望指点解决方法，非常感谢。可有重谢。</p>
通用监控摄像机,嵌入式应用,100,100天,6,2018-12-23 16:59:17,https://zb.oschina.net/reward/detail?id=15037272,"<p><strong>背景</strong></p><p>本人嵌入式程序员，对IPCamera/摄像机有过项目经验，使用过多家芯片厂商的SDK。</p><p>对于IPCamera产品，硬件设计/外观ID/图像质量/易用稳定/功能丰富，往往是产品的卖点，而对于内部软件/固件，仅是为产品服务，只要实现功能稳定即可。</p><p>但对于IPCamera开发者，希望以软件设计的角度考虑产品，能够以一套扩展性强/兼容性好的框架，应对不同芯片厂商SDK的变化。</p><p>但现实是各芯片供应商的SDK千变万化，每更换一套SDK，上层软件<span style=""color: rgb(34, 34, 34);"">框架</span>就需要改动，导致推出产品的周期会很长，<span style=""color: rgb(34, 34, 34);"">成为产品开发的瓶颈。</span></p><p>国外开源项目ffmpeg，nginx，redis等让多如牛毛的商业公司受益，希望在监控行业也有这样的开源项目。</p><p><br></p><p><strong>项目</strong></p><p><span style=""color: rgb(34, 34, 34);"">基于上述背景，现发起开源项目aquila，目的就是为了解决嵌入式程序员的痛点。</span></p><p><span style=""color: rgb(34, 34, 34);"">https://github.com/gozfree/aquila</span></p><p><span style=""color: rgb(34, 34, 34);"">https://gitee.com/gozfreee/aquila</span></p><p><br></p><p><strong>邮箱</strong></p><p>gozfree@163.com</p><p><br></p><p><strong>需求</strong></p><p><span style=""color: rgb(34, 34, 34);"">1.代码结构按照pipeline模块化，以数据接口对接各vendor SDK</span></p><p><span style=""color: rgb(34, 34, 34);"">2.实现IPCamera基础功能，包括网络协议/本地存储/远程配置等</span></p><p><span style=""color: rgb(34, 34, 34);"">3.在开源算法基础上，实现IPCamera扩展功能，如移动侦测/传感报警等</span></p><p><br></p><p><strong style=""color: rgb(34, 34, 34);"">适用产品</strong></p><p>行业安防/家庭监控/车载记录仪/手持DV/hunter camera</p>"
信息收集自动化小工具,WEB应用,200,10天,14,2018-12-12 17:59:03,https://zb.oschina.net/reward/detail?id=19036731,"<p>1、根据Excel清单中的列表，<span style=""color: rgb(34, 34, 34);"">组合</span>关键字（前缀+关键字，如“深入浅出”+“”项目管理“;;关键字加后比，如”项目管理“+”之困“；关键字加特性值，如”项目管理“ + ”filetype:PPT“）组合以后可能在50个左右。</p><p>2、根据组合的关键字（<span style=""color: rgb(34, 34, 34);"">如”项目管理“+”之困“）在约10个左右的主流网站搜索（如：百度、必应、360等）搜索咨询。初步合计运行500次。</span></p><p><span style=""color: rgb(34, 34, 34);"">3、将收索结果的第1屏的结果（约10个）链接保存到</span>CyberArticle 5 专业版中，一个搜索主题（如：项目管理）生成一本书箱（<span style=""color: rgb(34, 34, 34);"">CyberArticle 格式），</span>以备进行后续整理。</p><p>4、技术要求不限，开发工具不限，简单的能够实现都行.</p><p>5、经咨询朋友确定价格，若价格太低，还可以再交流。</p>"
修改react的拍照组件在android手机无法拍照的问题,WEB应用,100,80天,3,2018-12-11 08:54:32,https://zb.oschina.net/reward/detail?id=12036687,<p>react组件在ios手机能拍照，但在android手机只能选择照片而不能拍照</p>
会员基本信息管理,微信应用,100,30天,33,2018-11-28 11:57:18,https://zb.oschina.net/reward/detail?id=18034834,"<p><strong style=""color: black;"">项目名称</strong><span style=""color: black;"">：会员管理</span></p><p><strong style=""color: black;"">业务目标：</strong><span style=""color: black;"">本期完成一期建设任务，主要功能是对会员基本信息进行管理，包括会员信息、车辆基本信息以及会员健康档案信息等。</span></p><p><strong style=""color: black;"">业务服务对象：</strong><span style=""color: black;"">个人会员、团体会员、管理人员以及系统维护人员</span></p><p><br></p><p>APP的建设周期和成本？</p><p>微信公众号的建设周期和成本？</p><p>然后确定开发实施。</p><p>具体需求界面需要画出来，完成基本设计需要的材料。</p><p><br></p><p>后续开发实施可以继续合作。</p>"
api cloud云修复失败问题,移动应用,1000,100天,10,2018-11-13 16:46:59,https://zb.oschina.net/reward/detail?id=16034056,"<p>当前APP为混合开发模式（包括ios+安卓），用api cloud云修复但经常更新后修复失败，目前找不到具体原因</p><p>需解决</p><p>1,云修复经常性的无效(不稳定)</p><p>2,云修复修复文件不全</p><p>悬赏500~2000，根据具体工时谈，能解决问题钱方面没问题</p>"
/clr和/Mtd不兼容,企业应用,100,5天,6,2018-11-09 17:11:16,https://zb.oschina.net/reward/detail?id=15035107,"<p>用xgboost的C++代码，提示需要把运行库调为/Mtd，同时我又需要调用C#的dll，调用C#dll时，又提示需要调用公共语言运行时支持（/clr），最后出现<span style=""color: rgb(34, 34, 34);"">/clr和/Mtd不兼容</span></p>"
java语言基于oauth2协议开发用户中心，价格详谈,工具应用,100,30天,35,2018-11-08 19:18:55,https://zb.oschina.net/reward/detail?id=17035397,"<p><span style=""color: rgb(70, 75, 82);"">现状</span></p><p><span style=""color: rgb(70, 75, 82);"">1、在我现有框架中开发用户中心</span></p><p><span style=""color: rgb(70, 75, 82);"">2、开发语言java</span></p><p><span style=""color: rgb(70, 75, 82);"">3、框架springboot2.x，oauth2，spring5.x，springjpa</span></p><p><span style=""color: rgb(70, 75, 82);"">需求</span></p><p><span style=""color: rgb(70, 75, 82);"">1、基于oauth2完成用户签权</span></p><p><span style=""color: rgb(70, 75, 82);"">2、支持web应用、rest api</span></p><p><span style=""color: rgb(70, 75, 82);"">3、PC端支持微信扫码、QQ一键登录、支付宝、手机验证码、用户名与密码</span></p><p><span style=""color: rgb(70, 75, 82);"">4、移动端支持微信公众号、手机验证码、用户名与密码</span></p><p><span style=""color: rgb(70, 75, 82);"">5、APP支持微信一键登录、支付宝一键登录、手机验证码、用户名与密码</span></p><p><span style=""color: rgb(70, 75, 82);"">6、密码模式输入错误一次后需要输入验证码，错误5次将冻结</span></p><p><span style=""color: rgb(70, 75, 82);"">7、用户冻结、解锁、踢下线、状态查询</span></p>"
一个Perl脚本改为Python,大数据,100,5天,30,2018-10-13 18:18:11,https://zb.oschina.net/reward/detail?id=18030799,<p>仅200多行的Perl脚本，改为相同功能的Python脚本。</p><p><br></p><ol><li>ThisPerl.txt 是主文件</li><li>Perl2Python_Test.txt 是需要分析的文件（格式固定）</li><li>需要一个测试结果一致的python</li></ol>
如何用QT生成一个android的APP,培训咨询,100,10天,11,2018-10-09 10:55:07,https://zb.oschina.net/reward/detail?id=11030003,<p>已经安装了QT的5.9.5版本。想要知道如何生成一个可以运行的android的app.</p>
在线排查消息推送问题,移动应用,500,2天,9,2018-10-09 07:55:12,https://zb.oschina.net/reward/detail?id=15032112,<p>react-native项目，目前集成了小米的消息推送，以前正常，现在推送收不到了，求解决。</p>
赏金任务！寻觅大神程序猿,WEB应用,400,12天,29,2018-09-30 15:27:16,https://zb.oschina.net/reward/detail?id=13032381,<p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;任务详情</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;本任务涉及两个平台A、B，平台A拥有平台B的登录账号，在平台A的某个页面点击超链接“使用平台B”，能够根据平台B的登录账号通过账号验证，自动登录到平台B。并且，平台B为第三方平台，不能做二次开发。</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;收到合格方案即视为结束，任何疑问可联系邮箱：b.cui@163.com</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;参考资料</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;提供平台B登录页面地址及平台B的登录账号 ；详细信息请联系邮箱：b.cui@163.com</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;交付要求</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;任务解决方案说明（PPT格式）；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;示例代码，开发者自行编写平台A进行测试；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;投稿请发送至邮箱：b.cui@163.com</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;验收规则</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;开发语言：Java</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;浏览器要求：至少支持Chrome、IE、360；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;不需安装浏览器插件、PC端应用程序；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;解决方案说明清晰；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;示例代码能正常运行；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;点击平台A页面上的超链接“使用平台B”，能够通过平台B的账号验证，自动登录到平台B；</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;平台B的登录密码对用户不可见，满足安全要求</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;任务激励</p><p>•&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;￥400&nbsp;</p>
收银台客显金额识别,移动开发,3000,5天,13,2018-09-13 18:18:41,https://zb.oschina.net/reward/detail?id=13032259,"<p>描述：</p><p>通过小插件获取，收银台客显的总金额，并提交至接口完成支付。</p><p>1、小插件通过读取收银台的客显，将金额显示至界面；</p><p>2、与收银台连接的扫码枪读取用户的支付二维码数据；</p><p>3、将读取到的金额和扫码枪读取到的支付二维码数据提交至接口完成支付流程。</p><p><span style=""color: rgb(34, 34, 34);"">4、可以参考：http://www.huishouyin.cn/ 流程，只做读取部分功能。</span></p><p>要求：</p><p>小插件兼容winxp、 win7<span style=""color: rgb(34, 34, 34);"">(32/64位)、</span> win10(32/64位)</p><p><br></p><p><br></p>"
基于以太坊 ERC721协议的分销协议,区块链,100,3天,11,2018-08-28 15:51:05,https://zb.oschina.net/reward/detail?id=15081481,<p>基于以太坊 ERC721协议的分销协议</p>
Java获取淘宝客URL或淘口令,WEB应用,160,6天,21,2018-08-23 10:50:52,https://zb.oschina.net/reward/detail?id=19081009,<p>根据淘宝商品详情页url或淘口令和阿里妈妈ID，来得到对应的淘宝客地址和淘口令，使用js或者java语言实现。</p><p><br></p><p> 已有人报名，希望得到比较详细方案。</p>
小程序连接蓝牙并接收数据,微信应用,200,3天,28,2018-08-12 14:19:58,https://zb.oschina.net/reward/detail?id=11083618,<p>小程序连接蓝牙并接收数据，</p><p> 有一个体脂称，蓝牙名称是ADC，现在要做个简单的测试功能，能扫描到蓝牙，并连接，接收数据。</p><p> 如果可以的话，可以继续合作后面的整个项目的小程序开发。</p><p><br></p>
